observation_id,common_name,scientific_name,family,genus,observed_length_(m),observed_weight_(kg),age_class,sex,date_of_observation,country/region,habitat_type,conservation_status,observer_name,notes
733,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,4.21,527.9,adult,female,05-06-2010,philippines,coastal wetlands,least concern,laura lin,continue role treat politics many strategy now list goal.
734,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,3.01,179.1,adult,male,16-01-2014,niger,oases,least concern,kristin taylor,keep personal them notice camera.
735,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,3.11,180.2,subadult,unknown,26-07-2008,malaysia (borneo),rivers,data deficient,ashlee jimenez,own former difference wait.
736,american crocodile,crocodylus acutus,crocodylidae,crocodylus,4.33,418.1,adult,female,09-03-2009,cuba,estuaries,vulnerable,danielle warner,their citizen explain move drop military.
737,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.78,53.9,adult,female,11-11-2006,philippines,ponds,critically endangered,emily montgomery,recently book likely true enjoy air full.
738,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,0.65,34.5,juvenile,male,07-10-2013,mexico,rivers,least concern,george hubbard,daughter stage form serious.
739,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,3.29,200.2,subadult,male,14-09-2011,indonesia (borneo),rivers,data deficient,amy snyder,toward reflect she along wonder wear our.
740,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.43,95.5,adult,male,06-08-2018,mexico,lagoons,least concern,angela arnold,establish among along medical.
741,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.45,19.0,adult,male,02-01-2011,liberia,small streams,vulnerable,jessica turner,again area similar specific move team radio scene.
742,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.57,238.3,adult,female,08-09-2025,cuba,mangroves,vulnerable,amy cannon,involve interview case just today work.
743,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.32,86.5,adult,female,19-09-2008,philippines,ponds,critically endangered,cory kim,draw begin act including sell space movie animal.
744,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,3.17,164.0,adult,female,20-02-2025,indonesia (borneo),estuarine systems,data deficient,shelley wright,baby camera congress analysis glass.
745,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,3.8,535.1,subadult,female,28-09-2022,india,tidal rivers,least concern,dana carter,huge price prevent baby voice day relate spend today teach kitchen few.
746,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.64,211.9,adult,unknown,18-05-2012,cuba,brackish rivers,vulnerable,juan melton,money environment recently me approach too relationship perform evidence data.
747,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.3,214.5,subadult,unknown,05-09-2006,iran (historic),marshes,vulnerable,william hall,decision head staff center within recognize practice law box material almost everyone his still be.
748,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.56,101.3,subadult,male,05-12-2017,papua new guinea,swamps,least concern,leonard simpson,his and day continue issue appear.
749,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,2.86,296.2,juvenile,female,12-02-2012,sudan,marshes,least concern,joshua bailey,travel senior from stock energy send describe.
750,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.62,280.0,subadult,male,29-11-2023,costa rica,coastal lagoons,vulnerable,nicholas howell,site up sell southern network weight.
751,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,2.5,109.2,juvenile,unknown,10-02-2005,india,reservoirs,vulnerable,donna ritter,less occur nothing million class high second.
752,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.66,120.3,subadult,unknown,03-05-2015,mexico,swamps,least concern,bonnie smith,beat economic myself front house past gun process site special.
753,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.96,139.6,adult,unknown,29-12-2015,cuba,swamps,critically endangered,becky carroll,structure summer kitchen admit across already grow point news impact often bag today.
754,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,1.99,91.7,juvenile,unknown,02-10-2006,india,marshes,vulnerable,tiffany alexander,she everybody than camera piece.
755,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.61,43.5,adult,female,21-01-2022,philippines,ponds,critically endangered,luke williams,pressure contain medical key fish network direction weight yeah.
756,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,1.22,41.4,juvenile,female,07-09-2008,cuba,freshwater wetlands,critically endangered,alexis kirk,music and doctor board medical both back daughter.
757,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,0.53,40.3,hatchling,female,28-08-2007,ghana,shaded forest rivers,critically endangered,sandra becker,politics then central force small friend impact.
758,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.26,78.7,subadult,female,08-05-2009,malaysia (borneo),rivers,data deficient,julie beltran,all happy fact change option blood deep finish respond score situation require vote her old price.
759,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,3.9,413.2,adult,male,04-12-2009,venezuela,large rivers,critically endangered,phillip banks,when yeah not young.
760,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,2.34,90.2,subadult,unknown,07-01-2011,vietnam,slow rivers,critically endangered,morgan ryan,summer month anything line modern kid.
761,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.8,44.7,adult,unknown,15-12-2018,philippines,ponds,critically endangered,russell carter,forget sometimes within discuss fire win realize knowledge whatever.
762,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.26,184.9,adult,unknown,24-08-2015,pakistan,reservoirs,vulnerable,bobby castro,trip president painting large.
763,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,0.8,102.1,hatchling,male,15-05-2023,venezuela,flooded savannas,critically endangered,keith serrano,understand each training purpose program painting.
764,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.31,17.0,adult,female,04-03-2013,côte d'ivoire,forest swamps,vulnerable,gloria wilson,inside work office plan significant tonight then administration building enjoy never us.
765,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.18,71.2,adult,male,21-01-2011,australia,freshwater rivers,least concern,beth johnson,agency cold authority method more hold institution camera recent drop fall front station.
766,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.49,233.2,adult,female,18-08-2009,india,rivers,vulnerable,lee rodriguez,available tv wear treat piece scientist job.
767,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.64,117.3,subadult,female,20-03-2018,belize,rivers,least concern,melissa quinn,trouble view base time order have power here just meet open war best.
768,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.27,87.5,subadult,female,22-06-2007,philippines,rivers,critically endangered,glenn elliott,oil such interview follow five condition century sport same writer.
769,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,1.99,75.9,subadult,female,02-12-2005,sierra leone,swamps,critically endangered,joseph andrews,fire girl close explain main difference college voice else.
770,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,3.58,498.9,juvenile,unknown,04-12-2019,philippines,mangroves,least concern,ashley hall,cell deal stuff senior agree total.
771,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,0.6,29.0,hatchling,unknown,16-04-2019,vietnam,swamps,critically endangered,kimberly lloyd,major state hard example way interview know.
772,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.96,132.0,adult,unknown,15-02-2008,guatemala,swamps,least concern,jesse hardin,know it enjoy ten year rule bring.
773,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.12,83.9,subadult,female,26-02-2007,cuba,swamps,critically endangered,bob mcguire,force medical everybody piece mention since religious.
774,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.32,14.6,adult,female,26-12-2006,sierra leone,small streams,vulnerable,tim hamilton,fish success produce there along play account carry heavy wall pull.
775,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.04,9.5,adult,male,14-01-2014,cameroon,forest swamps,vulnerable,christian cervantes,executive cup then week tax see about attack newspaper decade concern industry enjoy herself on.
776,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,0.98,9.4,subadult,female,28-06-2020,liberia,forest swamps,vulnerable,kari sandoval,there subject themselves property make.
777,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.06,10.4,adult,male,01-10-2011,cameroon,small streams,vulnerable,linda daniels,benefit both thing sense expert.
778,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,3.0,190.5,adult,male,01-08-2009,cameroon,swamps,endangered,erika bates,computer what produce girl.
779,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.49,25.2,adult,unknown,03-11-2010,ghana,small streams,vulnerable,carl khan,over reach ahead environmental democrat surface important no.
780,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,1.52,43.4,juvenile,male,17-03-2018,malaysia (borneo),estuarine systems,data deficient,michael jenkins,interesting end area magazine despite player animal language determine then movie.
781,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.05,74.1,subadult,unknown,17-10-2011,mali,oases,least concern,ashley donaldson,form painting after reveal sort bed relate treatment short need pressure million gun cup church movie teacher.
782,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,4.33,517.9,adult,unknown,23-09-2009,indonesia,coastal wetlands,least concern,robert lozano,including need eat add suddenly sense money may social amount executive agency place read.
783,american crocodile,crocodylus acutus,crocodylidae,crocodylus,2.94,164.0,adult,male,31-03-2011,usa (florida),mangroves,vulnerable,paul hess,pretty capital scientist establish be available reveal several indeed address store painting.
784,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.18,215.0,adult,unknown,25-10-2010,cuba,mangroves,vulnerable,noah sparks,story teacher size interesting sea few learn between wide.
785,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.17,91.9,subadult,unknown,05-11-2022,mauritania,rivers,least concern,jamie jordan,whom night low traditional mouth each admit.
786,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,3.35,197.9,adult,male,27-11-2014,niger,oases,least concern,james watson md,laugh official agent side.
787,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,1.41,113.1,juvenile,female,22-01-2010,venezuela,large rivers,critically endangered,john rodriguez,forward special wish believe college ten majority economic center pattern list.
788,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.26,16.9,adult,female,15-05-2022,côte d'ivoire,forest swamps,vulnerable,lacey hall,edge find full character focus north image accept real sense some nation fine.
789,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,2.63,193.2,juvenile,female,15-11-2018,venezuela,large rivers,critically endangered,erica fletcher,never science run tv international back camera add mind building culture thank box those manager phone.
790,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,1.55,40.9,juvenile,unknown,03-06-2012,indonesia (borneo),rivers,data deficient,brenda sawyer,human father itself family two quality mission past he practice center.
791,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,2.76,129.6,adult,unknown,20-03-2016,laos,swamps,critically endangered,christine mendez,mind economy leg view until result.
792,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,0.17,4.7,hatchling,female,01-12-2024,congo (drc),forest swamps,data deficient,brandy warren,act indicate change attack with find could really mrs former.
793,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.71,38.4,adult,unknown,08-10-2020,congo (drc),slow streams,data deficient,john moore,player third general add cover exist treatment.
794,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.25,69.6,subadult,unknown,20-01-2010,malaysia (borneo),estuarine systems,data deficient,nicholas richardson,various night political dark or bill describe condition nor camera mission population him offer.
795,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.71,87.4,adult,male,25-12-2016,australia,gorges,least concern,lisa levy,protect list collection situation writer before sound chair.
796,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.41,23.6,adult,male,28-10-2014,congo (drc),slow streams,data deficient,shannon morris,case southern international line few service drive.
797,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.09,73.8,subadult,unknown,28-09-2017,philippines,freshwater marshes,critically endangered,raymond mccarthy,find miss most third success western watch street represent.
798,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,4.76,660.4,subadult,male,23-09-2019,australia,estuaries,least concern,kristina henry,rate newspaper itself give agent hand letter prove rock.
799,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.15,14.0,subadult,unknown,26-07-2011,congo (drc),slow streams,data deficient,justin cuevas,him condition section action kind moment accept financial behind.
800,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.06,11.5,juvenile,unknown,27-05-2017,congo (drc),forest swamps,data deficient,david dorsey,event positive politics huge yet region ever arm occur air responsibility likely parent lawyer community.
801,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,0.56,38.0,hatchling,unknown,14-08-2013,cuba,freshwater wetlands,critically endangered,maria gardner,although ahead thus check.
802,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,1.98,69.6,adult,unknown,05-03-2006,laos,slow rivers,critically endangered,shelby anderson,street budget kitchen report fire teach everyone system pretty scene four public tonight today college.
803,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,2.9,104.1,adult,unknown,26-09-2014,papua new guinea,freshwater wetlands,least concern,dr. holly smith,indicate property article cover seven challenge entire.
804,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.3,19.0,subadult,unknown,01-11-2010,congo (drc),slow streams,data deficient,andrew franklin,important play success wait find night brother letter structure beat us because truth consumer beat fish.
805,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.01,164.6,subadult,female,11-01-2011,nepal,lakes,vulnerable,alicia jackson,design hear ball right.
806,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.07,65.5,subadult,female,22-04-2019,australia,billabongs,least concern,ryan may,section scene financial here expert.
807,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.45,201.3,adult,female,28-10-2010,colombia,estuaries,vulnerable,karl gutierrez,evening current without else keep begin great.
808,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,4.16,389.4,adult,female,03-01-2018,colombia,large rivers,critically endangered,raymond mills,reach color wear one choose notice year its position radio eye garden why necessary sea especially message decision design.
809,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,2.69,135.6,adult,female,14-02-2017,india,rivers,vulnerable,thomas holmes,cost cause only head help open almost red picture thank account instead friend possible beyond.
810,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.79,115.1,subadult,unknown,26-07-2014,belize,swamps,least concern,elizabeth owens,sell keep pattern order.
811,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,0.38,28.4,hatchling,male,15-06-2025,papua new guinea,lakes,least concern,monica wells,education health full question feel wife theory shake.
812,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,1.86,49.2,juvenile,unknown,14-05-2008,indonesia (papua),rivers,least concern,katie fisher,west husband agreement mention two though.
813,american crocodile,crocodylus acutus,crocodylidae,crocodylus,4.18,349.6,adult,unknown,11-06-2021,mexico,coastal lagoons,vulnerable,terri gonzalez,sell candidate four whether wife finally she soon learn close a challenge third feeling ball door data.
814,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.34,20.1,subadult,male,24-03-2015,liberia,forest swamps,vulnerable,david cohen,above city beyond near hour defense line heavy less.
815,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,3.07,183.9,adult,unknown,11-11-2015,ghana,shaded forest rivers,critically endangered,thomas hughes,several card significant today star room interesting hour author major science only develop.
816,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.98,152.6,adult,unknown,03-11-2010,malaysia (borneo),estuarine systems,data deficient,patricia wood,may ability out huge back discover matter analysis few behavior himself.
817,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,1.81,61.7,adult,male,28-09-2008,mexico,rivers,least concern,chris collins,alone when instead clear radio strong let bar rather big television sound.
818,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,0.14,4.4,hatchling,unknown,11-06-2024,central african republic,slow streams,data deficient,francis andrews,rather activity president prove institution approach interesting score break southern traditional.
819,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.12,79.5,adult,unknown,06-01-2006,cuba,swamps,critically endangered,priscilla joseph,will born condition interest service that bag according way remain election method pass the itself let.
820,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,3.23,185.8,adult,unknown,07-03-2022,indonesia (borneo),rivers,data deficient,sean stevens,threat rather education.
821,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,2.97,117.6,subadult,female,26-08-2012,papua new guinea,rivers,least concern,edward fuentes,environment fall indicate land fear along born rule most how compare movement.
822,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.45,84.4,adult,female,26-03-2007,indonesia (papua),swamps,least concern,charles snyder,generation leader pay try tough usually star.
823,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.56,87.0,subadult,male,13-12-2019,belize,swamps,least concern,amanda nguyen,chair with point think.
824,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.33,73.5,adult,unknown,03-12-2022,philippines,freshwater marshes,critically endangered,william miller,institution against wear either present third student item bring court end field.
825,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,4.14,515.7,adult,unknown,04-11-2020,sudan,rivers,least concern,sarah sanchez,hear list set join section sing everybody provide.
826,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,3.48,220.9,adult,male,11-09-2021,indonesia (borneo),rivers,data deficient,susan gregory,above debate site price ever leg so play best different.
827,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,3.57,353.0,adult,female,05-01-2025,venezuela,flooded savannas,critically endangered,connie carr,step onto play forget home upon actually future get.
828,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.14,11.1,adult,male,08-07-2010,sierra leone,small streams,vulnerable,joel newton,mother color hope idea produce number bad.
829,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.48,42.6,juvenile,unknown,23-10-2021,philippines,freshwater marshes,critically endangered,dr. bradley adkins,hard factor firm purpose ahead person coach goal it yet age wind news make doctor.
830,american crocodile,crocodylus acutus,crocodylidae,crocodylus,1.51,84.7,juvenile,male,09-09-2024,costa rica,estuaries,vulnerable,bonnie lawson,best design yeah number condition city since.
831,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,1.87,73.6,juvenile,female,31-05-2014,gabon,swamps,endangered,jennifer ortiz,industry out floor guy black those whether.
832,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.65,118.4,adult,female,05-11-2023,malaysia (borneo),estuarine systems,data deficient,emily nichols,different identify series experience under church them hundred about.
833,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,3.38,310.1,adult,female,21-02-2020,tanzania,reservoirs,least concern,pamela douglas,himself president wind improve player peace catch people.
834,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,3.22,187.6,adult,male,03-12-2011,côte d'ivoire,swamps,critically endangered,ms. monique dougherty md,coach personal range weight age over smile hope.
835,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,2.02,162.7,juvenile,male,31-12-2022,colombia,large rivers,critically endangered,cheryl gentry,hard themselves compare view tv follow fall thus debate leave each owner.
836,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,0.95,33.9,juvenile,unknown,22-02-2010,papua new guinea,freshwater wetlands,least concern,rebecca kaufman dds,sound study the training each reveal attorney security.
837,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.35,84.2,adult,female,13-12-2005,papua new guinea,swamps,least concern,jennifer meyer,television audience indicate employee respond building since positive move agency lose rise.
838,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,4.22,482.8,adult,unknown,27-12-2013,uganda,marshes,least concern,james short,guy respond memory power.
839,american crocodile,crocodylus acutus,crocodylidae,crocodylus,2.71,124.6,adult,unknown,12-08-2025,cuba,coastal lagoons,vulnerable,caleb thomas,serious often social reveal hand prevent center during lot enough form.
840,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.86,47.5,subadult,unknown,04-12-2017,philippines,rivers,critically endangered,judy fletcher,serious garden ready former late election every along cause.
841,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.38,100.9,adult,male,30-07-2013,indonesia (borneo),estuarine systems,data deficient,allison beard,guy fact war citizen plant little key far season reason chair factor his pm agreement.
842,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,3.24,133.7,adult,female,18-04-2013,papua new guinea,freshwater wetlands,least concern,eric silva,hair meet thank might local tonight win popular onto.
843,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.88,115.5,adult,unknown,10-08-2010,papua new guinea,lakes,least concern,kelly gray,possible that lot low here protect ask different deal change part rock build culture.
844,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,2.52,123.3,adult,male,18-03-2012,congo basin countries,swamps,endangered,mr. mark smith dds,together scientist hair allow phone weight medical.
845,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,2.52,108.4,adult,female,08-05-2015,vietnam,oxbow lakes,critically endangered,tyrone bradford,their wife argue note easy eight school ready practice each ready lay american participant necessary before couple.
846,american crocodile,crocodylus acutus,crocodylidae,crocodylus,2.46,112.5,juvenile,female,09-02-2016,cuba,brackish rivers,vulnerable,amy leach,few debate during seven local better think anything so authority.
847,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.55,29.5,adult,female,20-09-2016,central african republic,slow streams,data deficient,jeremy alvarez,my democrat maintain notice ok.
848,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.16,76.4,adult,female,20-05-2015,cuba,swamps,critically endangered,ashley tanner,open play sense yeah edge imagine.
849,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,2.95,216.9,juvenile,male,21-06-2009,venezuela,flooded savannas,critically endangered,mark murphy,method week federal test eat every night final key with watch maintain five.
850,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,1.52,50.9,juvenile,female,18-05-2011,belize,lagoons,least concern,julie martin,set pull behind television garden reach.
851,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,0.94,35.8,juvenile,female,31-12-2008,papua new guinea,freshwater wetlands,least concern,cheryl rodriguez,degree maybe floor most bill feel participant.
852,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.35,19.8,subadult,unknown,24-05-2025,côte d'ivoire,forest swamps,vulnerable,brittney moore,skill system particular church what wonder president small.
853,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,3.02,283.5,juvenile,male,28-01-2008,nigeria,reservoirs,least concern,debra cantu,various strong he fill risk stop firm final none several accept vote area impact.
854,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,2.22,83.9,subadult,unknown,10-02-2012,congo basin countries,forest rivers,endangered,brenda bryant,affect region decade respond far health focus so.
855,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,3.98,445.1,adult,unknown,07-03-2025,colombia,flooded savannas,critically endangered,justin gonzalez,pay key ever avoid civil reveal.
856,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,4.48,604.8,adult,male,31-07-2013,tanzania,lakes,least concern,leslie crane,sit hope where.
857,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.69,51.5,subadult,unknown,15-02-2011,philippines,ponds,critically endangered,danielle benitez,heart big policy everybody hard type book care seek foot simple including charge.
858,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,2.25,79.1,adult,male,12-05-2024,congo basin countries,swamps,endangered,edwin gonzalez,just foreign national produce news stage ready cell show.
859,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,2.35,105.8,subadult,unknown,06-07-2021,cameroon,forest rivers,endangered,melissa stevenson,toward knowledge this contain life leave four.
860,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,3.16,155.2,adult,unknown,09-10-2018,indonesia (borneo),estuarine systems,data deficient,michele scott,cell politics interview south something story.
861,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,4.81,636.5,adult,male,14-11-2008,colombia,large rivers,critically endangered,william brooks,join allow mean sometimes so man offer plant same north wind sister mother.
862,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.94,51.7,subadult,female,29-09-2017,philippines,ponds,critically endangered,sarah miller,particular year sell short issue everybody later thing school practice authority possible fund month realize.
863,american crocodile,crocodylus acutus,crocodylidae,crocodylus,2.8,157.6,adult,male,10-09-2022,mexico,estuaries,vulnerable,jessica smith,family perhaps hope across follow character talk once should mother president customer start understand.
864,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,2.48,122.3,adult,male,06-10-2021,nigeria,shaded forest rivers,critically endangered,michelle ray,significant deal consider ago own suddenly single music.
865,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,5.2,751.3,adult,female,26-10-2024,india,mangroves,least concern,erin stewart,probably cut clear yard do turn sign agree.
866,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,2.86,145.6,adult,female,10-08-2023,thailand,slow rivers,critically endangered,terry martinez,agent test take decade any just cup side opportunity by wide medical.
867,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.48,108.1,adult,male,04-09-2012,cuba,freshwater wetlands,critically endangered,kelli martin,build major painting see first course world son growth effort born lead.
868,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.68,40.4,adult,female,24-08-2017,philippines,ponds,critically endangered,robert ross,great watch student its.
869,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,1.98,58.9,juvenile,female,07-04-2017,papua new guinea,lakes,least concern,elizabeth key,practice special then administration who role today animal suggest.
870,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,2.62,120.6,adult,unknown,30-07-2012,côte d'ivoire,swamps,critically endangered,adam stone,reason several article sort term produce he.
871,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,5.48,918.4,adult,female,21-04-2018,australia,mangroves,least concern,christopher thompson,whole score special consider these body class marriage fill personal training enter fly situation former threat alone.
872,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,3.9,427.3,subadult,female,18-11-2013,venezuela,flooded savannas,critically endangered,susan williams,several reveal college beyond give development.
873,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.69,102.7,subadult,unknown,20-12-2023,cuba,freshwater wetlands,critically endangered,austin novak,work task mr care owner pm find light total campaign prevent half party respond local.
874,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,3.26,307.4,adult,female,03-11-2020,venezuela,large rivers,critically endangered,sarah gonzalez,method south central process sea response executive past economic economy.
875,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.56,97.8,adult,female,23-05-2018,cuba,freshwater wetlands,critically endangered,elizabeth page,property mind officer third service capital instead product often various alone town his.
876,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,1.1,37.7,juvenile,male,11-09-2018,congo basin countries,swamps,endangered,craig white,play structure down however activity.
